우편번호,일련번호,시도,시군구,읍면동,리,도서,번지,아파트/건물명
250894,031,강원도,홍천군,동면,삼현리,,,
250894,011,강원도,홍천군,동면,성수리,,,
250893,021,강원도,홍천군,동면,속초리,,,
250895,021,강원도,홍천군,동면,신봉리,,,
250891,031,강원도,홍천군,동면,월운리,,,
250895,001,강원도,홍천군,동면,좌운리,,,
250891,041,강원도,홍천군,동면,후동리,,,
250890,001,강원도,홍천군,동면,,,,
250824,021,강원도,홍천군,두촌면,괘석리,,,
250824,011,강원도,홍천군,두촌면,역내리,,,
250823,001,강원도,홍천군,두촌면,원동리,,,
250821,011,강원도,홍천군,두촌면,자은리,,,
250823,011,강원도,홍천군,두촌면,장남리,,,
250819,036,강원도,홍천군,두촌면,장남리,,81-26,사서함
250824,001,강원도,홍천군,두촌면,천현리,,,
250822,011,강원도,홍천군,두촌면,철정리,,,
250819,046,강원도,홍천군,두촌면,철정리,,81-20,사서함
250820,001,강원도,홍천군,두촌면,,,,
250882,001,강원도,홍천군,북방면,구만리,,,
250881,001,강원도,홍천군,북방면,굴지리,,,
250882,011,강원도,홍천군,북방면,노일리,,,
250883,001,강원도,홍천군,북방면,능평리,,,
250889,036,강원도,홍천군,북방면,능평리,,101-15,사서함
250889,206,강원도,홍천군,북방면,능평리,,101-20,사서함
250889,186,강원도,홍천군,북방면,능평리,,101-10,사서함
250889,196,강원도,홍천군,북방면,능평리,,101-12,사서함
250883,011,강원도,홍천군,북방면,도사곡리,,,
250881,011,강원도,홍천군,북방면,본궁리,,,
250881,021,강원도,홍천군,북방면,부사원리,,,
250884,001,강원도,홍천군,북방면,북방리,,,
250885,031,강원도,홍천군,북방면,상화계리,,,
250884,011,강원도,홍천군,북방면,성동리,,,
250883,031,강원도,홍천군,북방면,소매곡리,,,
250882,021,강원도,홍천군,북방면,역전평리,,,
250882,031,강원도,홍천군,북방면,원소리,,,
250881,031,강원도,홍천군,북방면,장항리,,,
250882,041,강원도,홍천군,북방면,전치곡리,,,
250885,001,강원도,홍천군,북방면,중화계리,,,
250885,011,강원도,홍천군,북방면,하화계리,,,
250889,046,강원도,홍천군,북방면,하화계리,,101-1~101-3,사서함
250889,296,강원도,홍천군,북방면,하화계리,,101-6,사서함
250889,316,강원도,홍천군,북방면,하화계리,,101-11,사서함
250889,326,강원도,홍천군,북방면,하화계리,,101-13,사서함
250889,306,강원도,홍천군,북방면,하화계리,,101-8~101-9,사서함
250711,014,강원도,홍천군,북방면,하화계리,,,하이트맥주(주)
250884,021,강원도,홍천군,북방면,화동리,,,
250880,001,강원도,홍천군,북방면,,,,
250851,001,강원도,홍천군,서면,개야리,,,
250852,001,강원도,홍천군,서면,굴업리,,,
250853,001,강원도,홍천군,서면,길곡리,,,
250852,011,강원도,홍천군,서면,대곡리,,,
250853,011,강원도,홍천군,서면,동막리,,,
250852,021,강원도,홍천군,서면,두미리,,,
250855,001,강원도,홍천군,서면,마곡리,,,
250855,011,강원도,홍천군,서면,모곡리,,,
250854,011,강원도,홍천군,서면,반곡리,,,
250856,001,강원도,홍천군,서면,어유포리,,,
250853,021,강원도,홍천군,서면,중방대리,,,
250751,003,강원도,홍천군,서면,팔봉리,,,(주)대명레저산업
250856,011,강원도,홍천군,서면,팔봉리,,,
250850,001,강원도,홍천군,서면,,,,
250831,001,강원도,홍천군,서석면,검산리,,,
250832,001,강원도,홍천군,서석면,상군두리,,,
250832,011,강원도,홍천군,서석면,생곡리,,,
250833,011,강원도,홍천군,서석면,수하리,,,
250833,001,강원도,홍천군,서석면,어론리,,,
250834,001,강원도,홍천군,서석면,청량리,,,
250835,001,강원도,홍천군,서석면,풍암리,,,
250832,021,강원도,홍천군,서석면,하군두리,,,
250830,001,강원도,홍천군,서석면,,,,
250921,051,강원도,홍천군,홍천읍,갈마곡1리,,,
250889,146,강원도,홍천군,홍천읍,갈마곡1리,,101-28,사서함
250922,051,강원도,홍천군,홍천읍,갈마곡2리,,,
250923,051,강원도,홍천군,홍천읍,갈마곡3리,,,
250702,052,강원도,홍천군,홍천읍,갈마곡리,,,주공2차아파트 (201~206동)
250701,002,강원도,홍천군,홍천읍,갈마곡리,,,주공1차아파트 (101~110동)
250705,012,강원도,홍천군,홍천읍,갈마곡리,,,홍천신성미소지움아파트 (101~108동)
250801,001,강원도,홍천군,홍천읍,갈마곡리,,,
250801,011,강원도,홍천군,홍천읍,검율리,,,
250889,226,강원도,홍천군,홍천읍,검율리,,101-21,사서함
250889,156,강원도,홍천군,홍천읍,결운리,,101-33,사서함
250802,001,강원도,홍천군,홍천읍,결운리,,,
250889,066,강원도,홍천군,홍천읍,결운리,,101-5,사서함
250803,001,강원도,홍천군,홍천읍,삼마치리,,,
250920,011,강원도,홍천군,홍천읍,상오안리,,,
250889,166,강원도,홍천군,홍천읍,상오안리,,101-31,사서함
250805,001,강원도,홍천군,홍천읍,신장대리,,,
250931,051,강원도,홍천군,홍천읍,연봉1리,,,
250932,051,강원도,홍천군,홍천읍,연봉2리,,,
250933,051,강원도,홍천군,홍천읍,연봉3리,,,
250934,051,강원도,홍천군,홍천읍,연봉4리,,,
250889,176,강원도,홍천군,홍천읍,연봉4리,,101-32,사서함
250935,051,강원도,홍천군,홍천읍,연봉5리,,,
250936,051,강원도,홍천군,홍천읍,연봉6리,,,
250807,021,강원도,홍천군,홍천읍,연봉7리,,,
250807,031,강원도,홍천군,홍천읍,연봉8리,,,
250706,012,강원도,홍천군,홍천읍,연봉리,,,연봉아이파크아파트 (101~105동)
250930,051,강원도,홍천군,홍천읍,연봉리,,,
250703,002,강원도,홍천군,홍천읍,연봉리,,,현대아파트 (101~105동)
250704,002,강원도,홍천군,홍천읍,연봉리,,,청솔아파트 (101~104동)
250802,011,강원도,홍천군,홍천읍,와동리,,,
250803,011,강원도,홍천군,홍천읍,장전평리,,,
250808,001,강원도,홍천군,홍천읍,진리,,,
250802,021,강원도,홍천군,홍천읍,태학리,,,
250804,011,강원도,홍천군,홍천읍,하오안리,,,
250889,216,강원도,홍천군,홍천읍,하오안리,,101-7,사서함
250910,051,강원도,홍천군,홍천읍,희망10리,,,
250911,051,강원도,홍천군,홍천읍,희망11리,,,
250901,051,강원도,홍천군,홍천읍,희망1리,,,
250902,051,강원도,홍천군,홍천읍,희망2리,,,
250903,051,강원도,홍천군,홍천읍,희망3리,,,
250904,051,강원도,홍천군,홍천읍,희망4리,,,
250905,051,강원도,홍천군,홍천읍,희망5리,,,
250906,051,강원도,홍천군,홍천읍,희망6리,,,
250907,051,강원도,홍천군,홍천읍,희망7리,,,
250908,051,강원도,홍천군,홍천읍,희망8리,,,
250909,051,강원도,홍천군,홍천읍,희망9리,,,
250721,007,강원도,홍천군,홍천읍,희망리,,,홍천군청
250809,001,강원도,홍천군,홍천읍,희망리,,,
250800,001,강원도,홍천군,홍천읍,,,,
250800,017,강원도,홍천군,홍천읍,,,,홍천우체국
250811,001,강원도,홍천군,화촌면,구성포리,,,
250889,246,강원도,홍천군,화촌면,구성포리,,101-25~101-26,사서함
250812,001,강원도,홍천군,화촌면,군업리,,,
250813,001,강원도,홍천군,화촌면,굴운리,,,
250814,001,강원도,홍천군,화촌면,내삼포리,,,
250815,001,강원도,홍천군,화촌면,성산리,,,
250813,011,강원도,홍천군,화촌면,송정리,,,
250889,236,강원도,홍천군,화촌면,송정리,,101-22,사서함
250889,106,강원도,홍천군,화촌면,송정리,,101-16,사서함
250816,001,강원도,홍천군,화촌면,야시대리,,,
250814,011,강원도,홍천군,화촌면,외삼포리,,,
250812,011,강원도,홍천군,화촌면,장평리,,,
250816,011,강원도,홍천군,화촌면,주음치리,,,
250819,056,강원도,홍천군,화촌면,주음치리,,81-1~81-11,사서함
250811,021,강원도,홍천군,화촌면,풍천리,,,
250810,001,강원도,홍천군,화촌면,,,,
209821,001,강원도,화천군,간동면,간척리,,,
209806,001,강원도,화천군,간동면,구만리,,,
209822,001,강원도,화천군,간동면,도송리,,,
209823,021,강원도,화천군,간동면,방천리,,1595~1862,
209821,041,강원도,화천군,간동면,방천리,,1~1594,
209822,011,강원도,화천군,간동면,오음리,,,
209822,031,강원도,화천군,간동면,용호리,,,
209822,041,강원도,화천군,간동면,유촌리,,,
209820,001,강원도,화천군,간동면,,,,
209831,001,강원도,화천군,사내면,광덕1리,,,
209838,056,강원도,화천군,사내면,광덕1리,,93-4,사서함
209838,066,강원도,화천군,사내면,광덕1리,,93-6,사서함
209832,021,강원도,화천군,사내면,광덕2리,,,
209831,031,강원도,화천군,사내면,광덕3리,,,
209832,011,강원도,화천군,사내면,광덕4리,,,
209831,021,강원도,화천군,사내면,광덕리,,,
209833,001,강원도,화천군,사내면,명월리,,,
209839,026,강원도,화천군,사내면,명월리,,99-1,사서함
209838,016,강원도,화천군,사내면,명월리,,93-14,사서함
209839,056,강원도,화천군,사내면,명월리,,99-3,사서함
209839,076,강원도,화천군,사내면,명월리,,99-13,사서함
209839,086,강원도,화천군,사내면,명월리,,99-24,사서함
209839,106,강원도,화천군,사내면,명월리,,99-29,사서함
209839,096,강원도,화천군,사내면,명월리,,99-27,사서함
209839,066,강원도,화천군,사내면,명월리,,99-5~99-9,사서함
209838,086,강원도,화천군,사내면,사창리,,93-5,사서함
209838,096,강원도,화천군,사내면,사창리,,93-7~93-9,사서함
209838,116,강원도,화천군,사내면,사창리,,93-19,사서함
209838,106,강원도,화천군,사내면,사창리,,93-16,사서함
209834,001,강원도,화천군,사내면,사창리,,,
209838,026,강원도,화천군,사내면,사창리,,93-2~93-3,사서함
209835,001,강원도,화천군,사내면,삼일리,,,
209838,036,강원도,화천군,사내면,삼일리,,93-1,사서함
209838,076,강원도,화천군,사내면,삼일리,,93-15,사서함
209838,126,강원도,화천군,사내면,삼일리,,93-11~93-12,사서함
209835,021,강원도,화천군,사내면,용담리,,,
209838,046,강원도,화천군,사내면,용담리,,93-13,사서함
209830,001,강원도,화천군,사내면,,,,
209807,001,강원도,화천군,상서면,구운리,,,
209819,006,강원도,화천군,상서면,구운리,,104-32,사서함
209811,001,강원도,화천군,상서면,노동리,,,
209819,016,강원도,화천군,상서면,노동리,,104-11,사서함
209819,266,강원도,화천군,상서면,노동리,,104-18,사서함
209839,126,강원도,화천군,상서면,다목리,,99-17,사서함
209839,146,강원도,화천군,상서면,다목리,,99-25,사서함
209839,116,강원도,화천군,상서면,다목리,,99-11~99-12,사서함
209839,136,강원도,화천군,상서면,다목리,,99-22,사서함
209812,001,강원도,화천군,상서면,다목리,,,
209839,036,강원도,화천군,상서면,다목리,,99-2,사서함
209813,001,강원도,화천군,상서면,마현리,,,
209819,026,강원도,화천군,상서면,마현리,,104-29,사서함
209814,001,강원도,화천군,상서면,봉오리,,,
209819,036,강원도,화천군,상서면,봉오리,,104-28,사서함
209839,046,강원도,화천군,상서면,봉오리,,99-16,사서함
209839,166,강원도,화천군,상서면,봉오리,,99-26,사서함
209839,156,강원도,화천군,상서면,봉오리,,99-19~99-21,사서함
209815,001,강원도,화천군,상서면,부촌리,,,
209819,046,강원도,화천군,상서면,부촌리,,104-15,사서함
209815,011,강원도,화천군,상서면,산양리,,,
209819,056,강원도,화천군,상서면,산양리,,104-16,사서함
209819,276,강원도,화천군,상서면,산양리,,104-19~104-20,사서함
209819,286,강원도,화천군,상서면,산양리,,104-30~104-31,사서함
209819,196,강원도,화천군,상서면,신대리,,104-3,사서함
209819,206,강원도,화천군,상서면,신대리,,104-10,사서함
209819,216,강원도,화천군,상서면,신대리,,104-13~104-14,사서함
209819,066,강원도,화천군,상서면,신대리,,104-1,사서함
209807,011,강원도,화천군,상서면,신대리,,,
209807,021,강원도,화천군,상서면,신풍리,,,
209819,076,강원도,화천군,상서면,신풍리,,104-2,사서함
209819,226,강원도,화천군,상서면,신풍리,,104-5,사서함
209819,246,강원도,화천군,상서면,신풍리,,104-24,사서함
209819,236,강원도,화천군,상서면,신풍리,,104-9,사서함
209819,256,강원도,화천군,상서면,신풍리,,104-27,사서함
209819,146,강원도,화천군,상서면,장촌리,,104-26,사서함
209807,031,강원도,화천군,상서면,장촌리,,,
209811,021,강원도,화천군,상서면,파포리,,,
209810,001,강원도,화천군,상서면,,,,
209808,001,강원도,화천군,하남면,거례리,,,
209842,021,강원도,화천군,하남면,계성리,,,
209841,011,강원도,화천군,하남면,논미리,,,
209819,096,강원도,화천군,하남면,논미리,,104-7,사서함
209808,011,강원도,화천군,하남면,삼화리,,,
209842,001,강원도,화천군,하남면,서오지리,,,
209841,031,강원도,화천군,하남면,안평리,,,
209808,021,강원도,화천군,하남면,용암리,,,
209842,011,강원도,화천군,하남면,원천리,,,
209808,031,강원도,화천군,하남면,위라리,,,
209840,001,강원도,화천군,하남면,,,,
209819,106,강원도,화천군,화천읍,대이리,,104-12,사서함
209809,011,강원도,화천군,화천읍,대이리,,,
209801,011,강원도,화천군,화천읍,동촌리,,,
209802,001,강원도,화천군,화천읍,상리,,,
209819,116,강원도,화천군,화천읍,상리,,104-6,사서함
209819,186,강원도,화천군,화천읍,상리,,104-8,사서함
209819,126,강원도,화천군,화천읍,신읍리,,104-22,사서함
209803,001,강원도,화천군,화천읍,신읍리,,,
209804,001,강원도,화천군,화천읍,아리,,,
209802,031,강원도,화천군,화천읍,중리,,,
209819,136,강원도,화천군,화천읍,풍산리,,104-4,사서함
209805,001,강원도,화천군,화천읍,풍산리,,,
209819,156,강원도,화천군,화천읍,풍산리,,104-17,사서함
209819,166,강원도,화천군,화천읍,풍산리,,104-21,사서함
209819,176,강원도,화천군,화천읍,풍산리,,104-34,사서함
209804,051,강원도,화천군,화천읍,하리,,,
209800,001,강원도,화천군,화천읍,,,,
209800,017,강원도,화천군,화천읍,,,,화천우체국
225841,001,강원도,횡성군,갑천면,구방리,,,
225842,001,강원도,횡성군,갑천면,대관대리,,,
225843,001,강원도,횡성군,갑천면,매일리,,,
225842,011,강원도,횡성군,갑천면,병지방리,,,
225841,021,강원도,횡성군,갑천면,부동리,,,
225842,021,강원도,횡성군,갑천면,삼거리,,,
225841,061,강원도,횡성군,갑천면,상대리,,,
225844,011,강원도,횡성군,갑천면,율동리,,,
225842,031,강원도,횡성군,갑천면,전촌리,,,
225841,041,강원도,횡성군,갑천면,중금리,,,
225842,041,강원도,횡성군,갑천면,추동리,,,
225841,051,강원도,횡성군,갑천면,포동리,,,
225841,071,강원도,횡성군,갑천면,하대리,,,
225844,021,강원도,횡성군,갑천면,화전리,,,
225840,001,강원도,횡성군,갑천면,,,,
225882,001,강원도,횡성군,강림면,강림1리,,,
225881,031,강원도,횡성군,강림면,강림2리,,,
225882,021,강원도,횡성군,강림면,강림3리,,,
225881,001,강원도,횡성군,강림면,강림4리,,,
225881,011,강원도,횡성군,강림면,강림5리,,,
225882,041,강원도,횡성군,강림면,강림리,,,
225881,021,강원도,횡성군,강림면,부곡리,,,
225882,031,강원도,횡성군,강림면,월현리,,,
225880,001,강원도,횡성군,강림면,,,,
225871,001,강원도,횡성군,공근면,가곡리,,,
225872,001,강원도,횡성군,공근면,공근리,,,
225873,001,강원도,횡성군,공근면,덕촌리,,,
225873,011,강원도,횡성군,공근면,도곡리,,,
225873,021,강원도,횡성군,공근면,매곡리,,,
225871,011,강원도,횡성군,공근면,부창리,,,
225871,021,강원도,횡성군,공근면,삼배리,,,
225871,031,강원도,횡성군,공근면,상동리,,,
225872,011,강원도,횡성군,공근면,상창봉리,,,
225873,031,강원도,횡성군,공근면,수백리,,,
225874,001,강원도,횡성군,공근면,신촌리,,,
225872,021,강원도,횡성군,공근면,어둔리,,,
225873,041,강원도,횡성군,공근면,오산리,,,
225872,031,강원도,횡성군,공근면,창봉리,,,
225871,041,강원도,횡성군,공근면,청곡리,,,
225874,011,강원도,횡성군,공근면,초원리,,,
225874,021,강원도,횡성군,공근면,학담리,,,
225872,041,강원도,횡성군,공근면,행정리,,,
225870,001,강원도,횡성군,공근면,,,,
225831,001,강원도,횡성군,둔내면,궁종리,,,
225834,041,강원도,횡성군,둔내면,두원리,,,
225831,011,강원도,횡성군,둔내면,둔방내리,,,
225833,001,강원도,횡성군,둔내면,마암리,,,
225834,001,강원도,횡성군,둔내면,삽교리,,,
225833,011,강원도,횡성군,둔내면,석문리,,,
225835,001,강원도,횡성군,둔내면,영랑리,,,
225835,011,강원도,횡성군,둔내면,우용리,,,
225832,011,강원도,횡성군,둔내면,자포곡1리,,,
225834,031,강원도,횡성군,둔내면,자포곡2리,,,
225832,021,강원도,횡성군,둔내면,자포곡리,,,
225835,021,강원도,횡성군,둔내면,조항리,,,
225837,011,강원도,횡성군,둔내면,태기리,,,
225831,031,강원도,횡성군,둔내면,현천리,,,
225833,031,강원도,횡성군,둔내면,화동리,,,
225830,001,강원도,횡성군,둔내면,,,,
225863,021,강원도,횡성군,서원면,금대리,,,
225862,001,강원도,횡성군,서원면,석화1리,,,
225862,011,강원도,횡성군,서원면,석화2리,,,
225863,001,강원도,횡성군,서원면,석화3리,,,
225862,031,강원도,횡성군,서원면,석화리,,,
225861,011,강원도,횡성군,서원면,압곡리,,,
225862,021,강원도,횡성군,서원면,옥계리,,,
225863,011,강원도,횡성군,서원면,유현리,,,
225861,021,강원도,횡성군,서원면,창촌리,,,
225860,001,강원도,횡성군,서원면,,,,
225825,011,강원도,횡성군,안흥면,가천리,,,
225821,001,강원도,횡성군,안흥면,상안리,,,
225823,071,강원도,횡성군,안흥면,성산리,,,
225823,001,강원도,횡성군,안흥면,소사리,,,
225823,041,강원도,횡성군,안흥면,송한리,,,
225821,021,강원도,횡성군,안흥면,안흥1리,,,
225824,011,강원도,횡성군,안흥면,안흥2리,,,
225823,051,강원도,횡성군,안흥면,안흥3리,,,
225823,061,강원도,횡성군,안흥면,안흥4리,,,
225821,051,강원도,횡성군,안흥면,안흥5리,,,
225821,041,강원도,횡성군,안흥면,안흥리,,,
225822,011,강원도,횡성군,안흥면,지구리,,,
225820,001,강원도,횡성군,안흥면,,,,
225811,001,강원도,횡성군,우천면,두곡리,,,
225811,011,강원도,횡성군,우천면,문암리,,,
225812,001,강원도,횡성군,우천면,백달리,,,
225811,021,강원도,횡성군,우천면,법주리,,,
225813,001,강원도,횡성군,우천면,산전리,,,
225812,011,강원도,횡성군,우천면,상대리,,,
225812,031,강원도,횡성군,우천면,상하가리,,,
225811,041,강원도,횡성군,우천면,양적리,,,
225812,021,강원도,횡성군,우천면,오원리,,,
225814,021,강원도,횡성군,우천면,용둔리,,,
225814,011,강원도,횡성군,우천면,우항리,,,
225815,001,강원도,횡성군,우천면,정금리,,,
225815,011,강원도,횡성군,우천면,하궁리,,,
225811,031,강원도,횡성군,우천면,하대리,,,
225810,001,강원도,횡성군,우천면,,,,
225703,004,강원도,횡성군,우천면,,,,우천농공단지
225851,001,강원도,횡성군,청일면,갑천리,,,
225852,001,강원도,횡성군,청일면,고시리,,,
225853,001,강원도,횡성군,청일면,봉명리,,,
225853,011,강원도,횡성군,청일면,속실리,,,
225852,011,강원도,횡성군,청일면,신대리,,,
225852,021,강원도,횡성군,청일면,유동리,,,
225851,021,강원도,횡성군,청일면,유평리,,,
225854,011,강원도,횡성군,청일면,초현리,,,
225853,021,강원도,횡성군,청일면,춘당리,,,
225850,001,강원도,횡성군,청일면,,,,
225801,001,강원도,횡성군,횡성읍,가담리,,,
225802,001,강원도,횡성군,횡성읍,갈풍리,,,
225803,001,강원도,횡성군,횡성읍,개전리,,,
225802,011,강원도,횡성군,횡성읍,곡교리,,,
225809,011,강원도,횡성군,횡성읍,교항리,,,
225803,011,강원도,횡성군,횡성읍,궁천리,,,
225801,011,강원도,횡성군,횡성읍,남산리,,,
225704,015,강원도,횡성군,횡성읍,남산리,,,송호대학
225803,021,강원도,횡성군,횡성읍,내지리,,,
225804,011,강원도,횡성군,횡성읍,마산리,,,
225803,031,강원도,횡성군,횡성읍,마옥리,,,
225802,021,강원도,횡성군,횡성읍,모평리,,,
225802,031,강원도,횡성군,횡성읍,묵계리,,,
225802,041,강원도,횡성군,횡성읍,반곡리,,,
225805,001,강원도,횡성군,횡성읍,북천리,,,
225806,001,강원도,횡성군,횡성읍,생운리,,,
225803,041,강원도,횡성군,횡성읍,송전리,,,
225891,011,강원도,횡성군,횡성읍,영영포리,,,
225803,051,강원도,횡성군,횡성읍,옥동리,,,
225807,001,강원도,횡성군,횡성읍,읍상리,,,
225808,001,강원도,횡성군,횡성읍,읍하리,,,
225701,007,강원도,횡성군,횡성읍,읍하리,,,횡성군청
225702,002,강원도,횡성군,횡성읍,읍하리,,,금광포란재아파트 (101~105동)
225801,021,강원도,횡성군,횡성읍,입석리,,,
225806,011,강원도,횡성군,횡성읍,정암리,,,
225806,021,강원도,횡성군,횡성읍,조곡리,,,
225801,031,강원도,횡성군,횡성읍,청용리,,,
225806,031,강원도,횡성군,횡성읍,추동리,,,
225802,051,강원도,횡성군,횡성읍,학곡리,,,
225800,017,강원도,횡성군,횡성읍,,,,횡성우체국
225700,004,강원도,횡성군,횡성읍,,,,묵계농공단지
225800,001,강원도,횡성군,횡성읍,,,,
477801,001,경기도,가평군,가평읍,개곡리,,,
477802,001,경기도,가평군,가평읍,경반리,,,
477809,006,경기도,가평군,가평읍,경반리,,567-2,사서함
477809,096,경기도,가평군,가평읍,경반리,,567-11,사서함
477803,001,경기도,가평군,가평읍,금대리,,,
477804,001,경기도,가평군,가평읍,달전리,,,
477804,011,경기도,가평군,가평읍,대곡1리,,,
477805,001,경기도,가평군,가평읍,대곡2리,,,
477804,021,경기도,가평군,가평읍,대곡3리,,,
477806,001,경기도,가평군,가평읍,대곡4리,,,
477804,031,경기도,가평군,가평읍,대곡리,,,
477809,016,경기도,가평군,가평읍,대곡리,,567-25,사서함
477702,007,경기도,가평군,가평읍,대곡리,,,가평경찰서
477806,011,경기도,가평군,가평읍,두밀리,,,
477801,011,경기도,가평군,가평읍,마장리,,,
477809,026,경기도,가평군,가평읍,마장리,,567-18~567-20,사서함
477803,011,경기도,가평군,가평읍,복장리,,,
477709,007,경기도,가평군,가평읍,복장리,,,청평양수발전소
477803,021,경기도,가평군,가평읍,산유리,,,
477806,021,경기도,가평군,가평읍,상색리,,,
477802,011,경기도,가평군,가평읍,승안리,,,
477809,046,경기도,가평군,가평읍,승안리,,567-26~567-27,사서함
477809,036,경기도,가평군,가평읍,승안리,,567-14,사서함
477809,086,경기도,가평군,가평읍,승안리,,567-1,사서함
477809,076,경기도,가평군,가평읍,승안리,,567-3~567-10,사서함
477809,066,경기도,가평군,가평읍,승안리,,567-12,사서함
477801,041,경기도,가평군,가평읍,읍내10리,,,
477805,011,경기도,가평군,가평읍,읍내1리,,,
477805,021,경기도,가평군,가평읍,읍내2리,,,
477805,031,경기도,가평군,가평읍,읍내3리,,,
477802,021,경기도,가평군,가평읍,읍내4리,,,
477801,021,경기도,가평군,가평읍,읍내5리,,,
477802,031,경기도,가평군,가평읍,읍내6리,,,
477803,031,경기도,가평군,가평읍,읍내7리,,,
477805,041,경기도,가평군,가평읍,읍내8리,,,
477801,031,경기도,가평군,가평읍,읍내9리,,,
477805,051,경기도,가평군,가평읍,읍내리,,,
477705,007,경기도,가평군,가평읍,읍내리,,,가평등기소
477803,041,경기도,가평군,가평읍,이화리,,,
477806,031,경기도,가평군,가평읍,하색리,,,
477800,001,경기도,가평군,가평읍,,,,
477800,017,경기도,가평군,가평읍,,,,가평우체국
477704,007,경기도,가평군,가평읍,,,,가평군법원
477703,007,경기도,가평군,가평읍,,,,가평교육청
477701,007,경기도,가평군,가평읍,,,,가평군청
477706,007,경기도,가평군,가평읍,,,,가평읍사무소
477707,004,경기도,가평군,가평읍,,,,고려시리카(주)
477708,003,경기도,가평군,가평읍,,,,농협가평군지부
477712,002,경기도,가평군,가평읍,,,,준수아파트
477713,002,경기도,가평군,가평읍,,,,형진아파트
477711,002,경기도,가평군,가평읍,,,,주공아파트
477710,002,경기도,가평군,가평읍,,,,넥스빌아파트
477841,001,경기도,가평군,북면,도대리,,,
477842,001,경기도,가평군,북면,목동1리,,,
477843,001,경기도,가평군,북면,목동2리,,,
477842,031,경기도,가평군,북면,목동리,,,
477842,011,경기도,가평군,북면,백둔리,,,
477843,011,경기도,가평군,북면,소법리,,,
477842,021,경기도,가평군,북면,이곡리,,,
477841,011,경기도,가평군,북면,적목리,,,
477841,021,경기도,가평군,북면,제령리,,,
477843,021,경기도,가평군,북면,화악리,,,
477840,001,경기도,가평군,북면,,,,
477821,001,경기도,가평군,상면,덕현리,,,
477822,001,경기도,가평군,상면,봉수리,,,
477839,076,경기도,가평군,상면,봉수리,,102-30,사서함
477839,006,경기도,가평군,상면,봉수리,,102-24,사서함
477839,016,경기도,가평군,상면,상동리,,102-6,사서함
477823,001,경기도,가평군,상면,상동리,,,
477823,011,경기도,가평군,상면,연하리,,,
477839,026,경기도,가평군,상면,율길리,,102-21~102-23,사서함
477822,011,경기도,가평군,상면,율길리,,,
477824,001,경기도,가평군,상면,임초리,,,
477823,021,경기도,가평군,상면,태봉1리,,,
477822,021,경기도,가평군,상면,태봉2리,,,
477839,036,경기도,가평군,상면,태봉리,,102-25~102-29,사서함
477823,031,경기도,가평군,상면,태봉리,,,
477821,011,경기도,가평군,상면,항사리,,,
477824,011,경기도,가평군,상면,행현리,,,
477820,001,경기도,가평군,상면,,,,
477851,001,경기도,가평군,설악면,가일리,,,
477852,001,경기도,가평군,설악면,묵안리,,,
477853,001,경기도,가평군,설악면,미사리,,,
477851,011,경기도,가평군,설악면,방일리,,,
477854,001,경기도,가평군,설악면,사룡리,,,
477854,011,경기도,가평군,설악면,선촌리,,,
477852,011,경기도,가평군,설악면,설곡리,,,
477855,001,경기도,가평군,설악면,송산리,,,
477853,011,경기도,가평군,설악면,신천리,,,
477852,021,경기도,가평군,설악면,엄소리,,,
477855,011,경기도,가평군,설악면,위곡리,,,
477855,021,경기도,가평군,설악면,이천리,,,
477852,031,경기도,가평군,설악면,창의리,,,
477851,021,경기도,가평군,설악면,천안리,,,
477854,021,경기도,가평군,설악면,회곡리,,,
477850,001,경기도,가평군,설악면,,,,
477811,001,경기도,가평군,청평면,고성리,,,
477812,001,경기도,가평군,청평면,대성리,,,
477813,001,경기도,가평군,청평면,삼회리,,,
477814,001,경기도,가평군,청평면,상천리,,,
477815,001,경기도,가평군,청평면,청평1리,,,
477815,011,경기도,가평군,청평면,청평2리,,,
477813,011,경기도,가평군,청평면,청평3리,,,
477816,001,경기도,가평군,청평면,청평4리,,,
477815,021,경기도,가평군,청평면,청평5리,,,
477816,011,경기도,가평군,청평면,청평6리,,,
477816,021,경기도,가평군,청평면,청평7리,,,
477813,021,경기도,가평군,청평면,청평8리,,,
477815,031,경기도,가평군,청평면,청평리,,,
477809,056,경기도,가평군,청평면,청평리,,567-21,사서함
477816,031,경기도,가평군,청평면,하천리,,,
477811,011,경기도,가평군,청평면,호명리,,,
477810,001,경기도,가평군,청평면,,,,
477839,046,경기도,가평군,하면,대보리,,102-3,사서함
477831,001,경기도,가평군,하면,대보리,,,
477839,086,경기도,가평군,하면,대보리,,102-10,사서함
477832,001,경기도,가평군,하면,마일1리,,,
477831,011,경기도,가평군,하면,마일2리,,,
477832,061,경기도,가평군,하면,마일리,,,
477833,001,경기도,가평군,하면,상판리,,,
477832,011,경기도,가평군,하면,신상리,,,
477839,056,경기도,가평군,하면,신상리,,102-13~102-16,사서함
477832,021,경기도,가평군,하면,신하리,,,
477833,011,경기도,가평군,하면,하판리,,,
477834,001,경기도,가평군,하면,현1리,,,
477832,031,경기도,가평군,하면,현2리,,,
477834,011,경기도,가평군,하면,현3리,,,
477834,021,경기도,가평군,하면,현4리,,,
477832,041,경기도,가평군,하면,현5리,,,
477831,021,경기도,가평군,하면,현6리,,,
477832,051,경기도,가평군,하면,현7리,,,
477834,031,경기도,가평군,하면,현리,,,
